0.335000 0.150000
0.335000 0.200000
0.335000 0.250000
0.335000 0.300000
0.335000 0.350000
0.335000 0.400000
0.335000 0.450000
0.335000 0.500000
0.335000 0.550000
0.335000 0.600000
0.335000 0.650000
0.335000 0.700000
0.335000 0.750000
0.335000 0.800000
0.335000 0.850000
0.385000 0.150000
0.385000 0.200000
0.385000 0.250000
0.385000 0.300000
0.385000 0.350000
0.385000 0.400000
0.385000 0.450000
0.385000 0.500000
0.385000 0.550000
0.385000 0.600000
0.385000 0.650000
0.385000 0.700000
0.385000 0.750000
0.385000 0.800000
0.385000 0.850000
0.435000 0.150000
0.435000 0.200000
0.435000 0.250000
0.435000 0.300000
0.435000 0.350000
0.435000 0.400000
0.435000 0.450000
0.435000 0.500000
0.435000 0.550000
0.435000 0.600000
0.435000 0.650000
0.435000 0.700000
0.435000 0.750000
0.435000 0.800000
0.435000 0.850000
0.485000 0.150000
0.485000 0.200000
0.485000 0.250000
0.485000 0.300000
0.485000 0.350000
0.485000 0.400000
0.485000 0.450000
0.485000 0.500000
0.485000 0.550000
0.485000 0.600000
0.485000 0.650000
0.485000 0.700000
0.485000 0.750000
0.485000 0.800000
0.485000 0.850000
0.535000 0.150000
0.535000 0.200000
0.535000 0.250000
0.535000 0.300000
0.535000 0.350000
0.535000 0.400000
0.535000 0.450000
0.535000 0.500000
0.535000 0.550000
0.535000 0.600000
0.535000 0.650000
0.535000 0.700000
0.535000 0.750000
0.535000 0.800000
0.535000 0.850000
0.585000 0.150000
0.585000 0.200000
0.585000 0.250000
0.585000 0.300000
0.585000 0.350000
0.585000 0.400000
0.585000 0.450000
0.585000 0.500000
0.585000 0.550000
0.585000 0.600000
0.585000 0.650000
0.585000 0.700000
0.585000 0.750000
0.585000 0.800000
0.585000 0.850000
0.635000 0.150000
0.635000 0.200000
0.635000 0.250000
0.635000 0.300000
0.635000 0.350000
0.635000 0.400000
0.635000 0.450000
0.635000 0.500000
0.635000 0.550000
0.635000 0.600000
0.635000 0.650000
0.635000 0.700000
0.635000 0.750000
0.635000 0.800000
0.635000 0.850000
0.685000 0.150000
0.685000 0.200000
0.685000 0.250000
0.685000 0.300000
0.685000 0.350000
0.685000 0.400000
0.685000 0.450000
0.685000 0.500000
0.685000 0.550000
0.685000 0.600000
0.685000 0.650000
0.685000 0.700000
0.685000 0.750000
0.685000 0.800000
0.685000 0.850000
